Itinerary: ['earth', 'mars', 'venus', 'pluto']
case #: launch date, tof of each leg
4320  : 2024-01-01, [0.39777980532796575, 0.47567273375925173, 9.126547460912782]
4321  : 2024-01-01, [0.30011828425437664, 0.9825240772549143, 8.967357638490709]
4322  : 2024-01-01, [0.4204589095990447, 0.4467735031602603, 9.632767587240696]
4323  : 2024-01-01, [0.46504480082756566, 0.5077340389137208, 9.777221160258712]
4324  : 2024-01-01, [1.2551780396637788, 0.5108857840541938, 9.233936176282027]
4325  : 2024-01-01, [1.3704776167383346, 0.33956576598148636, 9.539956617280179]
4326  : 2024-01-01, [0.6557366157599116, 0.39043342682659676, 10.453829957413493]
4327  : 2024-01-01, [0.7904468974878425, 0.33867046538667184, 10.620882637125487]
4328  : 2024-01-01, [0.2626710694985948, 1.0685610851750702, 10.668767845326334]
4329  : 2024-01-01, [0.44071083931349486, 0.5275745991766465, 11.281714561509858]
4330  : 2024-01-01, [0.3616755392966663, 0.49294076634160744, 11.645383694361726]
4331  : 2024-01-01, [0.7042904277974907, 0.6186009092659915, 11.427108662936519]
4332  : 2024-01-01, [0.5576187652053148, 0.43755380080277434, 12.004827433991911]
4333  : 2024-01-01, [0.4922569518717556, 0.5982104101426153, 12.15953263798563]
4334  : 2024-01-01, [1.235507961232759, 0.6097379228951711, 11.65475411587207]
4335  : 2024-01-01, [1.2632541032959632, 0.8456863542331016, 11.641059542470934]
4336  : 2024-01-01, [0.07271292160972756, 0.311893339219277, 13.615393739170996]
4337  : 2024-01-01, [0.14159471219207304, 0.19839292437262843, 13.910012363435298]
4338  : 2024-01-01, [0.5335331081146361, 0.5985707231553742, 13.36789616872999]
4339  : 2024-01-01, [0.8302932387943718, 0.7529198410748668, 13.166786920130761]
4340  : 2024-01-01, [0.48352906389334105, 0.6128759319601547, 13.903595004146506]
4341  : 2024-01-01, [0.19529931388585842, 0.35045417420025854, 14.704246511913883]
4342  : 2024-01-01, [0.15029977126111185, 0.4134842516461108, 14.936215977092777]
4343  : 2024-01-01, [0.18517355812020933, 0.17456683384033167, 15.390259608039461]
4344  : 2024-01-01, [0.5024251994376515, 0.6347305204913484, 14.862844280070998]
4345  : 2024-01-01, [0.5314512246271511, 0.6890303768366675, 15.029518398536181]
4346  : 2024-01-01, [0.18752008207540857, 0.4769215946885503, 15.835558323236041]
4347  : 2024-01-01, [0.876483902360468, 0.16287796341050143, 15.71063813422903]
4348  : 2024-01-01, [1.298045309955242, 0.9383376345352792, 14.76361705550948]
4349  : 2024-01-01, [0.26822642789934237, 0.30425299545003937, 16.67752057665062]
4350  : 2024-01-01, [1.2421469183196332, 0.5769070558809244, 15.680946025799441]
4351  : 2024-01-01, [0.37973873580859324, 0.32840809801578047, 17.041853166175628]
4352  : 2024-01-01, [0.25164711055265027, 1.3673475839309046, 16.381005305516446]
4353  : 2024-01-01, [1.93564464474636, 1.1373129047191242, 15.177042450534515]
4354  : 2024-01-01, [2.354938570156552, 1.180970092787233, 14.964091337056217]
4355  : 2024-01-01, [1.0523165832844468, 0.14529904987958428, 17.55238436683597]
4356  : 2024-01-01, [0.7472633802796245, 0.5828511489090554, 17.66988547081132]
4357  : 2024-01-01, [0.8831167197615593, 0.6829227861560763, 17.683960494082363]
4358  : 2024-01-01, [0.656203889536821, 0.8041600839126737, 18.039636026550504]
4359  : 2024-01-01, [1.0640115657759468, 0.24926068244475408, 18.4367277517793]
4360  : 2024-01-01, [1.6408588251789378, 0.5936096964287776, 17.76553147839228]
4361  : 2024-01-01, [0.6113188845532148, 0.7314068343791257, 18.90727428106766]
4362  : 2024-01-01, [1.4684569913125887, 0.9675776631267468, 18.063965345560664]
4363  : 2024-01-01, [1.1297203839348984, 1.1193777252184063, 18.500901890846695]
4364  : 2024-01-01, [1.1036574967452637, 0.9702079629402837, 18.926134540314454]
4365  : 2024-01-01, [0.3085848553566461, 0.21775354499646507, 20.723661599646885]
