Itinerary: ['earth', 'mars', 'venus', 'pluto']
case #: launch date, tof of each leg
15120 : 2029-01-01, [0.2603970883380368, 0.1799554901093275, 9.559647421552636]
15121 : 2029-01-01, [0.2553155001000043, 0.20294117831520922, 9.791743321584788]
15122 : 2029-01-01, [0.3439136968419809, 0.28082908427572717, 9.875257218882291]
15123 : 2029-01-01, [0.19656450558787308, 0.3668049317770843, 10.186630562635042]
15124 : 2029-01-01, [0.6223264147281113, 1.231605042373992, 9.146068542897897]
15125 : 2029-01-01, [0.6588107567948728, 1.2486364924360034, 9.342552750769125]
15126 : 2029-01-01, [0.4367194098701552, 1.107264699170516, 9.956015890959328]
15127 : 2029-01-01, [0.5303103623555747, 0.18858172470246726, 11.031107912941957]
15128 : 2029-01-01, [0.2360909184473932, 0.37704516309468294, 11.386863918457923]
15129 : 2029-01-01, [0.29171238904255353, 0.3496121215273729, 11.608675489430073]
15130 : 2029-01-01, [0.4118197946217541, 0.2878718692165647, 11.800308336161681]
15131 : 2029-01-01, [0.30357775336705906, 0.4604503921894387, 11.985971854443502]
15132 : 2029-01-01, [0.9476810597418643, 0.3358943397454204, 11.716424600512715]
15133 : 2029-01-01, [0.4951377072984303, 1.2671975488887361, 11.487664743812834]
15134 : 2029-01-01, [0.5796748103297509, 0.3780044015478553, 12.542320788122392]
15135 : 2029-01-01, [0.36098405045504256, 0.46757391897652617, 12.921442030568432]
15136 : 2029-01-01, [0.343934011555221, 0.48349737985583896, 13.17256860858894]
15137 : 2029-01-01, [1.36225600597787, 0.2463996442075498, 12.641344349814581]
15138 : 2029-01-01, [0.360021015024668, 0.4317827228002594, 13.708196262175072]
15139 : 2029-01-01, [0.3062521773449719, 0.4443613554384657, 13.999386467216564]
15140 : 2029-01-01, [0.4306636153921653, 0.563248899845179, 14.006087484762656]
15141 : 2029-01-01, [0.49570194352397406, 0.41632784942633866, 14.337970207049688]
15142 : 2029-01-01, [0.6448530089705691, 0.411509117019881, 14.44363787400955]
15143 : 2029-01-01, [0.7292425598323043, 1.5298265844785004, 13.490930855689196]
15144 : 2029-01-01, [1.0436456917343868, 0.28764854866197365, 14.66870575960364]
15145 : 2029-01-01, [0.3507604480822099, 0.4327894825887427, 15.466450069329046]
15146 : 2029-01-01, [0.3027568167590114, 0.480803303423608, 15.71643987981738]
15147 : 2029-01-01, [0.5243759200178656, 0.3495127811095135, 15.87611129887262]
15148 : 2029-01-01, [0.9029636246987451, 1.8162443126488694, 14.280792062652386]
15149 : 2029-01-01, [0.27167178163240063, 0.5269721213517026, 16.451356097015896]
15150 : 2029-01-01, [0.28250697337924013, 0.5262056107863988, 16.69128741583436]
15151 : 2029-01-01, [0.2949598100223021, 0.5308238791683338, 16.924216310809364]
15152 : 2029-01-01, [0.31027050107278653, 0.5280942648348096, 17.161635234092405]
15153 : 2029-01-01, [0.3327799335230412, 0.5293531630982063, 17.387866903378754]
15154 : 2029-01-01, [0.36155916498497614, 0.5217207649646977, 17.616720070050327]
15155 : 2029-01-01, [0.3932647285024443, 0.5160476435187905, 17.840687627978767]
15156 : 2029-01-01, [0.5048208841183742, 0.4904886677671221, 18.004690448114506]
15157 : 2029-01-01, [1.7133279346067263, 0.28383582517730854, 17.252836240215967]
15158 : 2029-01-01, [0.5392993398077448, 0.710459625878392, 18.250241034313863]
15159 : 2029-01-01, [1.1022520988795927, 2.0075864588209456, 16.640161442299465]
15160 : 2029-01-01, [0.510053984202393, 0.7050033967471961, 18.784942619050412]
15161 : 2029-01-01, [0.11856939111761645, 0.3564991066330701, 19.774931502249313]
15162 : 2029-01-01, [0.43899023231328593, 0.4961481335435611, 19.56486163414315]
15163 : 2029-01-01, [0.9014612640795746, 0.8853585496778618, 18.963180186242564]
15164 : 2029-01-01, [1.3122627580364816, 2.2356356348549538, 17.452101607108567]
15165 : 2029-01-01, [1.1624306478817523, 0.4276893344252771, 19.65988001769297]
15166 : 2029-01-01, [0.4495825590155897, 0.3860281160451993, 20.664389324939215]
15167 : 2029-01-01, [0.6757535099514279, 0.790270082244448, 20.283976407804126]
15168 : 2029-01-01, [1.686209658709997, 1.107394739512223, 19.20639560177778]
15169 : 2029-01-01, [1.290440360705487, 0.6685378757673343, 20.291021763527176]
15170 : 2029-01-01, [0.5133875266934155, 0.7586258649072131, 21.227986608399373]
15171 : 2029-01-01, [0.44584537411287334, 0.6561196746221741, 21.648034951264954]
15172 : 2029-01-01, [0.7510250799156442, 0.4953289571659423, 21.753645962918412]
15173 : 2029-01-01, [0.7639651187055807, 0.10904082186073231, 22.376994059433688]
15174 : 2029-01-01, [1.2017769921351633, 0.6927271938408834, 21.605495814023953]
15175 : 2029-01-01, [1.9433133822006656, 2.8252536689057925, 18.98143294889354]
15176 : 2029-01-01, [0.6499112964719169, 0.41156674409077165, 22.938521959437313]
15177 : 2029-01-01, [2.656566797409913, 1.2793804912529965, 20.31405271133709]
15178 : 2029-01-01, [1.0346459516883721, 0.692098249423092, 22.77325579888854]
15179 : 2029-01-01, [0.5332498952067858, 0.2514357404695456, 23.965314364323667]
15180 : 2029-01-10, [0.23105881234733625, 0.19884438957040465, 9.57009679808226]
15181 : 2029-01-10, [0.302360797432224, 0.9319365350840683, 9.015702667483708]
15182 : 2029-01-10, [0.24999643666763707, 0.3098864657338108, 9.940117097598554]
15183 : 2029-01-10, [0.2561745235771107, 0.31925472230739504, 10.174570754115495]
