Itinerary: ['earth', 'mars', 'venus', 'pluto']
case #: launch date, tof of each leg
0     : 2022-01-01, [0.3562845600917211, 0.42835052329337264, 9.215364916614906]
1     : 2022-01-01, [1.1347281795518542, 0.5957781295267753, 8.51949369092137]
2     : 2022-01-01, [0.3752802750362744, 0.4600432217076018, 9.664676503256123]
3     : 2022-01-01, [0.547189709832185, 0.19426793800064582, 10.008542352167169]
4     : 2022-01-01, [0.4069514230532062, 0.061540082050184124, 10.531508494896608]
5     : 2022-01-01, [0.6930652472871641, 0.49065167949952787, 10.066283073213308]
6     : 2022-01-01, [0.5979558872176136, 0.6339239338384076, 10.268120178943978]
7     : 2022-01-01, [0.8503578313532042, 1.5242639568548024, 9.375378211791993]
8     : 2022-01-01, [0.7346614875975506, 0.6120089220486922, 10.653329590353756]
9     : 2022-01-01, [0.05845833031476918, 0.25474582369546617, 11.936795845989765]
10    : 2022-01-01, [1.1862510339011372, 0.2411363848148312, 11.07261258128403]
11    : 2022-01-01, [0.6999026491899234, 0.5900623634703119, 11.460034987339766]
12    : 2022-01-01, [0.06515151577280073, 0.2258891918382031, 12.708959292388997]
13    : 2022-01-01, [0.6348108907144567, 0.2360704230036049, 12.379118686281938]
14    : 2022-01-01, [1.1167994349303567, 0.6059150591194203, 11.777285505950221]
15    : 2022-01-01, [1.1931799693682625, 0.418816973879885, 12.13800305675185]
16    : 2022-01-01, [0.5365836680923418, 0.6155124200586085, 12.847903911849048]
17    : 2022-01-01, [0.7901208126984711, 1.604105595035469, 11.85577359226606]
18    : 2022-01-01, [0.47757567187567324, 0.4799282998073726, 13.542496028316956]
19    : 2022-01-01, [1.0364439200008815, 1.8124398782191076, 11.901116201780011]
20    : 2022-01-01, [1.2594731310149414, 0.8244824723917188, 12.91604439659334]
21    : 2022-01-01, [0.9915023841539201, 0.7951417820434991, 13.46335583380258]
22    : 2022-01-01, [0.5596582084425169, 0.5951672701196116, 14.345174521437873]
23    : 2022-01-01, [0.2600565502976148, 0.4014695050619797, 15.088473944640405]
24    : 2022-01-01, [1.1283819998240083, 0.284881452234268, 14.586736547941724]
25    : 2022-01-01, [1.2070579862879738, 0.5647530440854514, 14.478188969626576]
26    : 2022-01-01, [0.7708449811632344, 0.20641633063065018, 15.522738688206116]
27    : 2022-01-01, [0.8487232013817703, 0.8638799880284043, 15.037396810589827]
28    : 2022-01-01, [2.2955793611055104, 0.8115675669347481, 13.892853071959742]
29    : 2022-01-01, [0.4975842397544686, 0.7138391526892516, 16.03857660755628]
30    : 2022-01-01, [0.6459706871676243, 0.5996281709130636, 16.254401141919313]
31    : 2022-01-01, [0.5279938414157732, 0.596255080871831, 16.625751077712394]
32    : 2022-01-01, [0.47994017905690006, 0.676475104472956, 16.843584716470144]
33    : 2022-01-01, [1.1017096489227534, 0.28978326508164093, 16.858507085995605]
34    : 2022-01-01, [0.47615600372126754, 0.7061188814005397, 17.317725114878193]
35    : 2022-01-01, [2.147593695307865, 0.5129165782724348, 16.0894897264197]
36    : 2022-01-01, [1.3996548363575247, 1.1606205531618177, 16.439724610480656]
37    : 2022-01-01, [0.9238444806721351, 0.37759880675321805, 17.948556712574646]
38    : 2022-01-01, [1.0845416101995193, 0.2130817414435996, 18.202376648356882]
39    : 2022-01-01, [1.0000910147904478, 0.9066165088086252, 17.843292476400926]
40    : 2022-01-01, [0.22236103167295088, 0.2983526202530202, 19.47928634807403]
41    : 2022-01-01, [1.2309803144153124, 0.8097504428728218, 18.209269242711866]
42    : 2022-01-01, [0.19818557942791795, 0.43754217607978174, 19.8642722444923]
43    : 2022-01-01, [1.1602487013701626, 0.190716984347266, 19.399034314282574]
44    : 2022-01-01, [1.594579238223653, 1.0826948015213906, 18.322725960254957]
45    : 2022-01-01, [1.008238806303748, 0.17936006353088974, 20.062401130165362]
46    : 2022-01-01, [0.9733312728928796, 0.5355215440828474, 19.991147183024275]
47    : 2022-01-01, [1.3162267997934987, 0.9028385518918456, 19.530934648314656]
48    : 2022-01-01, [1.1544467653828185, 2.2437876562096903, 18.60176557840749]
49    : 2022-01-01, [0.8750310048494888, 0.6809882242922828, 20.69398077085823]
50    : 2022-01-01, [1.881838160832454, 0.9453353279353663, 19.67282651123218]
51    : 2022-01-01, [0.9927466693723385, 0.858363906322321, 20.89888942430534]
52    : 2022-01-01, [0.23465467933848125, 1.5872445721906858, 21.178100748470833]
53    : 2022-01-01, [0.6746615747058865, 0.935197176675921, 21.64014124861819]
54    : 2022-01-01, [0.6012209524147583, 0.7166594944793457, 22.182119553105895]
55    : 2022-01-01, [0.4678467154245874, 0.4251473392384265, 22.857005945336986]
56    : 2022-01-01, [1.5957939911694325, 0.813267028263202, 21.590938980567365]
57    : 2022-01-01, [0.6791023594869784, 0.745045777607217, 22.825851862905807]
58    : 2022-01-01, [0.6608851863273582, 0.761858632892814, 23.077256180779827]
59    : 2022-01-01, [1.0579613190465584, 0.36700659509880335, 23.325032085854637]
60    : 2022-01-10, [1.2616657212603943, 0.6188680469916432, 8.119466231747962]
61    : 2022-01-10, [0.3222732856833814, 0.4403642289859556, 9.487362485330664]
62    : 2022-01-10, [0.4482788703831867, 0.501044304654413, 9.550676824962402]
63    : 2022-01-10, [0.3594953717681273, 0.07773498503946431, 10.312769643192409]
64    : 2022-01-10, [0.28723780503597923, 1.0629286725597333, 9.649833522404288]
65    : 2022-01-10, [0.5783963762714618, 0.07277736964002042, 10.598826254088518]
66    : 2022-01-10, [0.7179584321782212, 0.684780675654636, 10.097260892167142]
67    : 2022-01-10, [0.5250978642224526, 0.5599554475059161, 10.664946688271632]
68    : 2022-01-10, [1.1616045188858954, 0.2483611419079939, 10.590034339206111]
69    : 2022-01-10, [0.8992215257236691, 0.296285875834276, 11.054492598442055]
70    : 2022-01-10, [0.6442570046425168, 0.5839348818951553, 11.271808113462328]
71    : 2022-01-10, [0.8831501520957766, 0.8224173099732925, 11.04443253793093]
72    : 2022-01-10, [0.8078072604964767, 0.1702623021384996, 12.021930437365024]
73    : 2022-01-10, [0.547623472385294, 0.25380853215680377, 12.448567995457903]
74    : 2022-01-10, [0.38232967500182713, 0.48364547354758364, 12.634024851450588]
75    : 2022-01-10, [0.4456048783215256, 0.08111414846496064, 13.223280973213512]
76    : 2022-01-10, [0.5091932075426404, 0.6196027882669701, 12.871204004190393]
77    : 2022-01-10, [0.4368440257656642, 0.47885020700434094, 13.334305767229994]
78    : 2022-01-10, [1.0065119294427205, 0.6285507988702738, 12.864937271687007]
79    : 2022-01-10, [0.2547540946382647, 0.5192343299150081, 13.976011575446726]
80    : 2022-01-10, [0.7510841775343794, 0.7383672290900912, 13.51054859337553]
81    : 2022-01-10, [1.710771540925684, 0.7225636409803483, 12.816664818093965]
82    : 2022-01-10, [0.37529951386490823, 0.5827872170185444, 14.541913269116547]
83    : 2022-01-10, [2.0518671474879975, 0.9030023328104095, 12.795130519701592]
84    : 2022-01-10, [1.0948752714519143, 0.8705739935785595, 14.034550734969526]
85    : 2022-01-10, [0.8837856344466684, 0.7297078117284636, 14.636506553824868]
86    : 2022-01-10, [0.6049126533319101, 0.7318476243883518, 15.163239722279737]
87    : 2022-01-10, [1.874706551507291, 0.7563001965084923, 14.118993251984215]
88    : 2022-01-10, [0.3762384464792255, 1.5804897079151403, 15.043271845605632]
89    : 2022-01-10, [1.3481973803603104, 2.262585016299207, 13.639217603340482]
90    : 2022-01-10, [0.7314760103889233, 0.34813289756455135, 16.420391092046525]
91    : 2022-01-10, [0.5177320402736041, 0.6582779965527126, 16.573989963173684]
92    : 2022-01-10, [1.0264635689343473, 0.29313347999420725, 16.680402951071443]
93    : 2022-01-10, [0.4560885671706495, 0.6912739811776063, 17.102637451651745]
94    : 2022-01-10, [0.9945045946905477, 0.30758694514424156, 17.19790846016521]
95    : 2022-01-10, [0.15653231534722278, 0.3694060295265568, 18.22406165512622]
96    : 2022-01-10, [0.853997784520082, 2.070208005390055, 16.075794210089864]
97    : 2022-01-10, [1.023697906143154, 0.21612269453469474, 18.01017939932215]
98    : 2022-01-10, [0.6325606619030965, 0.8414371780589378, 18.026002160037965]
99    : 2022-01-10, [0.8299064108081419, 0.7946710515995217, 18.125422537592335]
100   : 2022-01-10, [1.1528498435359438, 0.5082674589224919, 18.338882697541564]
101   : 2022-01-10, [0.9806572014444644, 0.9034526655693875, 18.365890132986145]
102   : 2022-01-10, [2.7018062213143157, 0.9995508825647468, 16.79864289612094]
103   : 2022-01-10, [0.6189112763583096, 0.6576078526495783, 19.473480870992113]
104   : 2022-01-10, [1.016999716616837, 0.36150129111881296, 19.621498992264353]
105   : 2022-01-10, [0.3561788157608544, 0.4187463568776018, 20.475074827361546]
106   : 2022-01-10, [1.1102551775184533, 0.9016183281270652, 19.488126494354482]
107   : 2022-01-10, [1.451716300361552, 0.7228801863690774, 19.57540351326937]
108   : 2022-01-10, [0.6564272725132898, 0.8746412591438985, 20.468931468342813]
109   : 2022-01-10, [1.4662223678147326, 1.316060689489005, 19.46771694269626]
