Itinerary: ['earth', 'mars', 'venus', 'pluto']
case #: launch date, tof of each leg
12960 : 2028-01-01, [0.4487730851271534, 0.3857146801588891, 9.165512234713958]
12961 : 2028-01-01, [0.5367655247179111, 0.5059795201019996, 9.20725495518009]
12962 : 2028-01-01, [0.06481684330483302, 0.2271546887296878, 10.208028467965478]
12963 : 2028-01-01, [0.6809425155248633, 0.08836458420579582, 9.980692900269341]
12964 : 2028-01-01, [0.6939627985482995, 0.6501127332105515, 9.655924468241148]
12965 : 2028-01-01, [0.1133399119762626, 0.801942307768914, 10.334717780254826]
12966 : 2028-01-01, [1.111514854145851, 0.6167922826328263, 9.771692863221322]
12967 : 2028-01-01, [0.056534199807816765, 0.18138861988264868, 11.512077180309534]
12968 : 2028-01-01, [0.5147512650232946, 1.179477878990071, 10.305770855986635]
12969 : 2028-01-01, [0.5535912403368456, 0.4534651326443938, 11.24294362701876]
12970 : 2028-01-01, [0.5886683052042924, 0.15899512353442444, 11.752336571261282]
12971 : 2028-01-01, [0.6289584381067241, 1.304073780115935, 10.81696778177734]
12972 : 2028-01-01, [0.4531803546036761, 1.2829304173276215, 11.2638892280687]
12973 : 2028-01-01, [0.9108909168536243, 0.41493970986100803, 11.924169373285368]
12974 : 2028-01-01, [0.8730306690618248, 0.6109120275818785, 12.016057303356297]
12975 : 2028-01-01, [1.5266409637174425, 0.7122224535483861, 11.51113658273417]
12976 : 2028-01-01, [0.6161424532151598, 0.6171126996231888, 12.76674484716165]
12977 : 2028-01-01, [0.8003083511053573, 0.6676511053981291, 12.782040543496514]
12978 : 2028-01-01, [0.17287047275817943, 1.0588547432350255, 13.268274784006795]
12979 : 2028-01-01, [0.14856940500909818, 0.19958866651197188, 14.40184192847893]
12980 : 2028-01-01, [0.653458900930557, 0.6355219993058303, 13.711019099763613]
12981 : 2028-01-01, [0.5203985206732469, 0.6396529788612609, 14.089948500465491]
12982 : 2028-01-01, [1.6945531801710003, 0.37927593907360263, 13.426170880755397]
12983 : 2028-01-01, [0.6379324926040937, 0.7297034626790496, 14.382364044716857]
12984 : 2028-01-01, [1.3970741058883214, 0.9445224212889013, 13.658403472822776]
12985 : 2028-01-01, [0.36656224505301443, 1.3353925441833714, 14.548045210763615]
12986 : 2028-01-01, [0.11491650716140686, 1.0920919461595238, 15.292991546679067]
12987 : 2028-01-01, [0.5600768512529819, 0.08357131546111339, 16.106351833285906]
12988 : 2028-01-01, [0.6666072455063274, 1.6675494672154088, 14.665843287278264]
12989 : 2028-01-01, [0.2326809668658991, 1.2634888189758784, 15.753830214158222]
12990 : 2028-01-01, [1.9696947628944579, 0.9926815283719902, 14.537623708733554]
12991 : 2028-01-01, [0.8559482638353058, 1.8008195410794887, 15.093232195085207]
12992 : 2028-01-01, [1.274379641062962, 0.7033799984448417, 16.022240360492198]
12993 : 2028-01-01, [0.5740629921483927, 1.5971139440747464, 16.07882306377686]
12994 : 2028-01-01, [0.7605098623700712, 0.7711075616498183, 16.968382575980108]
12995 : 2028-01-01, [0.12302327321475737, 1.2052264397983248, 17.421750286986917]
12996 : 2028-01-01, [0.20327536423640868, 0.17082762046696545, 18.625897015296626]
12997 : 2028-01-01, [0.6228013705428157, 0.7933372066301941, 17.833861422826992]
12998 : 2028-01-01, [0.16390899880994816, 1.2876825468813509, 18.0484084543087]
12999 : 2028-01-01, [0.7738765021221418, 0.8596371152796274, 18.116486382598232]
13000 : 2028-01-01, [0.9494453255980146, 0.8879031858357482, 18.162651488566237]
13001 : 2028-01-01, [0.7091159395954814, 1.8616030166979, 17.67928104370662]
13002 : 2028-01-01, [1.074597593571355, 0.9679443001901818, 18.45745810623846]
13003 : 2028-01-01, [0.2678952400239657, 1.4695986018220322, 19.012506158154004]
13004 : 2028-01-01, [0.9153046768498757, 0.9089167754688892, 19.175778547681233]
13005 : 2028-01-01, [1.0113858405915908, 0.5355695470991433, 19.703044612309263]
13006 : 2028-01-01, [1.7531120767174704, 0.6973442969040539, 19.049543626378476]
13007 : 2028-01-01, [0.6078100130315119, 1.856481132927946, 19.285708854040543]
13008 : 2028-01-01, [0.2261293541154125, 1.4602405389762052, 20.31363010690838]
13009 : 2028-01-01, [2.0662390446802927, 1.0368440760923132, 19.146916879227394]
13010 : 2028-01-01, [1.1443139359381935, 2.186319312923872, 19.169366751137936]
13011 : 2028-01-01, [0.22944948659646963, 1.5205725316966583, 20.999977981706873]
13012 : 2028-01-01, [1.337894853423775, 1.0193140928935642, 20.64279105368266]
13013 : 2028-01-01, [0.22640580878527836, 0.4201384852186681, 22.603455705996055]
13014 : 2028-01-01, [0.7853595046303128, 0.5104068128596047, 22.204233682510083]
13015 : 2028-01-01, [1.0259113821196897, 1.0281329851060008, 21.695955632774307]
13016 : 2028-01-01, [1.0560847817225962, 0.43308159306396515, 22.510833625213436]
13017 : 2028-01-01, [2.986775128832466, 1.182844821625386, 20.08038004954215]
13018 : 2028-01-01, [0.47011310092698216, 1.8527200668662744, 22.177166832206744]
13019 : 2028-01-01, [0.22695944801170448, 1.6055170880951843, 22.917523463893108]
13020 : 2028-01-10, [0.7370710971106466, 0.37628801001410694, 8.886640892875246]
13021 : 2028-01-10, [1.2025026929589364, 0.510723399609777, 8.536773907431286]
13022 : 2028-01-10, [0.7448612172911138, 0.5406836272254176, 9.214455155483469]
13023 : 2028-01-10, [0.6442737188559796, 0.6319804832928569, 9.473745797851164]
13024 : 2028-01-10, [0.09951275088704899, 0.7876176574876519, 10.112869591625298]
13025 : 2028-01-10, [1.3795912291320485, 0.5682120978001691, 9.302196673067783]
13026 : 2028-01-10, [1.3172854890141266, 0.661581042537232, 9.52113346844864]
13027 : 2028-01-10, [0.32758054205482023, 0.4141720596822564, 11.008247398262924]
13028 : 2028-01-10, [0.48552271839427485, 0.5437436374595292, 10.970733644146195]
13029 : 2028-01-10, [1.8033657193487376, 0.7373770985743218, 9.70925718207694]
13030 : 2028-01-10, [0.43498877690191323, 0.5556819279091173, 11.50932929518897]
13031 : 2028-01-10, [0.914266911667539, 0.40498297499640895, 11.430750113336051]
13032 : 2028-01-10, [0.9037327392051724, 0.4060060836828627, 11.690261177111966]
13033 : 2028-01-10, [1.2482666054633584, 0.37012510801728876, 11.631608286519352]
13034 : 2028-01-10, [0.5388449583799826, 1.3661208427062908, 11.595034198913726]
13035 : 2028-01-10, [0.6578891834323879, 0.2551619601750606, 12.83694885639255]
13036 : 2028-01-10, [0.16116251716766036, 1.0696405734944399, 12.769196909337902]
13037 : 2028-01-10, [0.1603290205879404, 0.19060726446885765, 13.899063714943201]
13038 : 2028-01-10, [0.5205995762956699, 0.6131746144249297, 13.366225809279403]
13039 : 2028-01-10, [0.3465151501968542, 0.48531458788486176, 13.918170261918284]
13040 : 2028-01-10, [0.3212000697299151, 0.3306423271591625, 14.348157603110925]
13041 : 2028-01-10, [0.5259516739432893, 1.5190506883053887, 13.204997637751323]
13042 : 2028-01-10, [0.11647119139838741, 1.0499526336731477, 14.333576174928464]
13043 : 2028-01-10, [0.07732622412388265, 0.2923755040839317, 15.380298271792187]
13044 : 2028-01-10, [0.43280852226277655, 0.32466310015925065, 15.242528377577973]
13045 : 2028-01-10, [1.4470324911672736, 1.0151491913862807, 13.787818317446446]
13046 : 2028-01-10, [0.4198702270934331, 1.4801921697856273, 14.599937603120942]
13047 : 2028-01-10, [0.8033320400117563, 0.6542454283615824, 15.292422531626661]
13048 : 2028-01-10, [1.0336540625671073, 0.6864675749195011, 15.279878362513392]
13049 : 2028-01-10, [0.40185936589436894, 0.5677991589061522, 16.280341475199478]
13050 : 2028-01-10, [1.9604881241780092, 1.0072820006436782, 14.532229875178311]
13051 : 2028-01-10, [1.1033111169113197, 1.018594740018417, 15.628094143070266]
13052 : 2028-01-10, [0.1769246027636577, 0.47040891515803857, 17.352666482078302]
13053 : 2028-01-10, [0.5825588777808566, 1.7146436388558373, 15.952797483363307]
13054 : 2028-01-10, [0.9558738016532419, 0.8051794512618088, 16.73894674708495]
13055 : 2028-01-10, [0.6922258376734297, 0.3937116408218605, 17.664062521504707]
13056 : 2028-01-10, [0.6207029775080131, 0.11195598234502463, 18.267341040146963]
13057 : 2028-01-10, [1.0295874896504822, 0.27448242619046664, 17.945930084159052]
13058 : 2028-01-10, [0.1994288974923721, 0.4541562745413914, 18.846414827966235]
13059 : 2028-01-10, [0.5365357700760608, 0.47613598473875285, 18.737328245185186]
13060 : 2028-01-10, [1.1707940038540294, 1.1190217743301336, 17.710184221815837]
13061 : 2028-01-10, [1.9332439826676564, 0.6609793677932245, 17.65577664953912]
13062 : 2028-01-10, [0.4452940382426982, 0.5074934171571073, 19.547212544600196]
13063 : 2028-01-10, [2.0020463345844077, 1.2732813405016299, 17.47467232491396]
13064 : 2028-01-10, [0.4195233548572764, 1.725188274638572, 18.85528837050415]
13065 : 2028-01-10, [0.20799365316220708, 0.41926245772814535, 20.622743889109646]
