Itinerary: ['earth', 'mars', 'venus', 'pluto']
case #: launch date, tof of each leg
6480  : 2025-01-01, [0.23488667351539688, 0.9363530768416587, 8.828760249642944]
6481  : 2025-01-01, [0.1286315165435858, 0.25692128686723803, 9.864447196589175]
6482  : 2025-01-01, [0.1493515357956708, 0.23505024459627016, 10.11559821960806]
6483  : 2025-01-01, [0.17637454712330902, 0.2045250412351931, 10.369100411641496]
6484  : 2025-01-01, [0.20716310589007217, 0.17220944998833673, 10.62062744412159]
6485  : 2025-01-01, [0.13576021391740808, 0.28486792280841927, 10.829371863274172]
6486  : 2025-01-01, [0.33592240241861027, 1.1050781333471744, 10.058999464234216]
6487  : 2025-01-01, [0.16339549970875655, 0.2607529952566001, 11.325851505034644]
6488  : 2025-01-01, [0.34389702869792005, 1.1088328345256695, 10.547270136776412]
6489  : 2025-01-01, [0.3969000305364257, 1.1803775415096367, 10.672722427953937]
6490  : 2025-01-01, [0.38887949817508727, 1.2209119803468798, 10.890208521478032]
6491  : 2025-01-01, [0.15113796969102128, 0.2771798592926299, 12.321682171016349]
6492  : 2025-01-01, [0.37131678251158323, 1.2620943184341795, 11.366588899054237]
6493  : 2025-01-01, [0.14506536873132142, 0.342767574966332, 12.76216705630235]
6494  : 2025-01-01, [0.1835085151705887, 0.2711075266970978, 13.045383958132316]
6495  : 2025-01-01, [0.20123085867991905, 0.3093378836918763, 13.239431257628206]
6496  : 2025-01-01, [0.1335227020638184, 0.37866680333831704, 13.487810494597865]
6497  : 2025-01-01, [0.2627339698405714, 0.3759236423761146, 13.611342387783314]
6498  : 2025-01-01, [0.1845965254536687, 0.3474828952562562, 13.967920579290077]
6499  : 2025-01-01, [0.14783573949147394, 0.35524173502776585, 14.246922525480759]
6500  : 2025-01-01, [0.12624575622942644, 0.39036483730224086, 14.483389406468334]
6501  : 2025-01-01, [0.14066941225642185, 0.3754343908584921, 14.733896196885086]
6502  : 2025-01-01, [0.169926475019832, 0.3512806505607824, 14.978792874419385]
6503  : 2025-01-01, [0.2802112883790545, 0.3167033319869655, 15.153085379633982]
6504  : 2025-01-01, [0.14707779701464305, 0.35936299364926844, 15.49355920933609]
6505  : 2025-01-01, [0.15473322950913831, 0.3621530373299519, 15.733113733160907]
6506  : 2025-01-01, [0.16146432444431472, 0.3656584062225799, 15.972877269333106]
