Itinerary: ['earth', 'mars', 'earth', 'pluto']
case #: launch date, tof of each leg
2160  : 2023-01-01, [0.6824843721476408, 1.3708248083105765, 7.946690819541782]
2161  : 2023-01-01, [0.05228765249026821, 0.1393915508091791, 10.058320796700553]
2162  : 2023-01-01, [0.07401847329022335, 0.8158976326820399, 9.610083894027738]
2163  : 2023-01-01, [0.17691475804619683, 0.9840702058004582, 9.589015036153345]
2164  : 2023-01-01, [0.2654829751130762, 0.4331767562146892, 10.301340268672234]
2165  : 2023-01-01, [0.27830747468560535, 0.4364874332649606, 10.535205092049432]
2166  : 2023-01-01, [0.06359512077745683, 0.10275126597402137, 11.333653613248522]
2167  : 2023-01-01, [0.9770021483611169, 0.8216421218650994, 9.951355729773784]
2168  : 2023-01-01, [0.07943661230468316, 0.9119129620874566, 11.008650425607861]
2169  : 2023-01-01, [0.07650263186480218, 0.07484327316082219, 12.098654094974375]
2170  : 2023-01-01, [0.09239560305225224, 0.9294478138731747, 11.478156583074574]
2171  : 2023-01-01, [0.14745193134873127, 1.0378491192314245, 11.564698949419844]
2172  : 2023-01-01, [0.41509008524391094, 1.3655459029606027, 11.219364011795488]
2173  : 2023-01-01, [0.2519610369714762, 1.2019973033688567, 11.796041659659666]
2174  : 2023-01-01, [0.4495914898419413, 1.4296903301972073, 11.620718179960853]
2175  : 2023-01-01, [0.13979817986668858, 0.39964505365809383, 13.210556766475218]
2176  : 2023-01-01, [0.23644337912921634, 0.3147737572526559, 13.44878286361813]
2177  : 2023-01-01, [0.29696599841835547, 1.3312789853393456, 12.6217550162423]
2178  : 2023-01-01, [0.37346332830658713, 1.414410301067668, 12.712126370625745]
2179  : 2023-01-01, [0.4552962071069913, 1.4893879972085584, 12.805315795684452]
2180  : 2023-01-01, [0.46142606000790926, 1.5094402822765425, 13.029133657715546]
2181  : 2023-01-01, [0.18181413069545185, 0.37579669136633315, 14.692389177938216]
2182  : 2023-01-01, [0.26662150084952624, 1.3646823819711704, 13.868696117179303]
2183  : 2023-01-01, [0.3298939947494631, 1.4395918623047024, 13.980514142945834]
2184  : 2023-01-01, [0.144012381792084, 0.41515977326823117, 15.440827844939685]
2185  : 2023-01-01, [0.2431957143125082, 1.3807955431438361, 14.626008742543656]
