Itinerary: ['earth', 'mars', 'earth', 'pluto']
case #: launch date, tof of each leg
12960 : 2028-01-01, [0.48436203598100885, 0.5555974624717219, 8.960040501547269]
12961 : 2028-01-01, [0.8348191584722425, 0.6517038832752242, 8.763476958252532]
12962 : 2028-01-01, [0.36369215544492817, 0.45454141439261075, 9.681766430162462]
12963 : 2028-01-01, [0.12699242406143382, 0.8659184476065125, 9.757089128332055]
12964 : 2028-01-01, [0.6785902414626155, 0.4736072861489884, 9.847802472388397]
12965 : 2028-01-01, [0.5906537283968452, 0.6305722798513087, 10.028773991751848]
12966 : 2028-01-01, [0.7747112858883659, 0.69830543996301, 10.026983274148623]
12967 : 2028-01-01, [0.5228724517744793, 1.296872602437243, 9.930254945788276]
12968 : 2028-01-01, [0.6784935224606979, 1.429307062508683, 9.89219941503062]
12969 : 2028-01-01, [0.9576773411648901, 0.7966112643391688, 10.495711394495942]
12970 : 2028-01-01, [0.3260301250212974, 1.1659727718795845, 11.007997103099118]
12971 : 2028-01-01, [0.6756662980407406, 0.0687006492573261, 12.005633052701933]
12972 : 2028-01-01, [0.534430006496368, 0.06516422712877616, 12.400405766374856]
12973 : 2028-01-01, [0.5194575176382455, 0.0980784500029045, 12.63246403235885]
12974 : 2028-01-01, [0.7770928809235892, 0.1426108311008681, 12.580296287975544]
12975 : 2028-01-01, [1.0477047445482806, 0.38897676008060494, 12.313318495371114]
12976 : 2028-01-01, [1.0004994048346088, 0.12571284678782274, 12.87378774837757]
12977 : 2028-01-01, [0.5116330189178616, 0.6414497226584075, 13.096917258423732]
12978 : 2028-01-01, [0.07718342488070465, 0.1260860640915153, 14.29673051102778]
12979 : 2028-01-01, [0.13445412845726162, 1.091978964786717, 13.523566906756022]
12980 : 2028-01-01, [1.3350973979451428, 0.43477632164640234, 13.230126280408454]
12981 : 2028-01-01, [0.851860204055956, 0.8862258442250432, 13.511913951719004]
12982 : 2028-01-01, [0.7408794529520637, 0.07855128825909917, 14.680569258788836]
12983 : 2028-01-01, [0.7625378393443144, 0.2525860607699493, 14.734876099885737]
12984 : 2028-01-01, [0.854909620840766, 0.24728351073920318, 14.897806868420032]
