Itinerary: ['earth', 'mars', 'earth', 'pluto']
case #: launch date, tof of each leg
10800 : 2027-01-01, [0.2426124429796568, 0.9196355617314478, 8.837751995288896]
10801 : 2027-01-01, [0.2785312702982677, 0.9808600569952652, 8.990608672706468]
10802 : 2027-01-01, [0.263111947540996, 0.9716086464224527, 9.265279406036552]
10803 : 2027-01-01, [0.23788156930676965, 0.9581437608828376, 9.553974669810394]
10804 : 2027-01-01, [0.34896767097832515, 1.092221975341069, 9.558810353680606]
10805 : 2027-01-01, [0.2864851362861581, 0.3435859751038692, 10.619928888609973]
10806 : 2027-01-01, [0.22911003506748792, 0.3813723848511187, 10.889517580081392]
10807 : 2027-01-01, [0.44372897566081715, 1.2612799836514874, 10.044991040687696]
10808 : 2027-01-01, [0.20411326375026, 0.41095303213025464, 11.384933704119486]
10809 : 2027-01-01, [0.25247651476116684, 0.38611880286816636, 11.611404682370667]
10810 : 2027-01-01, [0.1626478037063013, 0.39526794547453264, 11.942084250819164]
10811 : 2027-01-01, [0.1748211633158945, 0.40084044002924424, 12.174338396654862]
10812 : 2027-01-01, [0.1913378742618651, 0.4112027389178659, 12.39745938682027]
10813 : 2027-01-01, [0.21451607732159855, 0.41954712570651964, 12.615936796971882]
10814 : 2027-01-01, [0.32576155307194865, 0.3718286061588039, 12.802409840769247]
10815 : 2027-01-01, [0.3907132564709656, 0.3359496080359623, 13.023337135493072]
10816 : 2027-01-01, [0.5765744686178036, 1.487740024349885, 11.935685507032312]
10817 : 2027-01-01, [0.1987658267791385, 0.4195482525496185, 13.631685920671242]
10818 : 2027-01-01, [0.21769607182169118, 0.42365930563637166, 13.858644622541938]
10819 : 2027-01-01, [0.23211245326815513, 0.42404868047029154, 14.093838866261553]
10820 : 2027-01-01, [0.5100590694651097, 0.30095036818667464, 14.188990562348216]
10821 : 2027-01-01, [0.18139780935528618, 0.4574128810177813, 14.611189309626932]
10822 : 2027-01-01, [0.1861659144941096, 0.4605346839596605, 14.85329940154623]
10823 : 2027-01-01, [0.19119272055144051, 0.46407087783003326, 15.094736401618528]
10824 : 2027-01-01, [0.1976379352691999, 0.4675813957095268, 15.334780669021272]
10825 : 2027-01-01, [0.20282197001844246, 0.4733973054939829, 15.573780724487577]
10826 : 2027-01-01, [0.21016564352085246, 0.47370548922758693, 15.81612886725156]
10827 : 2027-01-01, [0.21739763064365786, 0.47848348849979694, 16.054118880856546]
10828 : 2027-01-01, [0.2258740193156253, 0.48099195467647776, 16.2931340260079]
10829 : 2027-01-01, [0.23505687107854617, 0.4840656272805884, 16.530877501640862]
10830 : 2027-01-01, [0.24551840558387583, 0.4902766995986127, 16.764204894817514]
10831 : 2027-01-01, [0.25634667879098133, 0.49403924766788443, 16.999614073541135]
10832 : 2027-01-01, [0.26857521221877584, 0.496111922320965, 17.23531286546026]
