Itinerary: ['earth', 'mars', 'earth', 'pluto']
case #: launch date, tof of each leg
4320  : 2024-01-01, [0.39925732079883236, 0.47504240175925766, 9.12570027744191]
4321  : 2024-01-01, [0.4538786133383768, 0.49448525689477785, 9.301636129766846]
4322  : 2024-01-01, [0.541456093867953, 0.5231421287574736, 9.435401777374572]
4323  : 2024-01-01, [0.7798885373846193, 0.5926949712306562, 9.377416491384725]
4324  : 2024-01-01, [1.6101748639587694, 0.7898329285410836, 8.599992207500147]
4325  : 2024-01-01, [0.2668495703979435, 0.44706227860809244, 10.536088150993965]
4326  : 2024-01-01, [0.8379664958258828, 0.3104123189308297, 10.351621185243285]
4327  : 2024-01-01, [0.6312348538465515, 0.6742898355835443, 10.444475310569905]
4328  : 2024-01-01, [1.1134340084765086, 0.40611994489145037, 10.480446046632041]
4329  : 2024-01-01, [1.0829239757023408, 0.6559768646342531, 10.511099159663406]
4330  : 2024-01-01, [0.6028730351282064, 0.2431387819971712, 11.653988182874622]
4331  : 2024-01-01, [0.9180320836640894, 0.6856477641220841, 11.146320152213827]
4332  : 2024-01-01, [1.080631631156571, 0.7252155559749661, 11.194152812868463]
4333  : 2024-01-01, [0.6360371414775468, 1.5043269570600621, 11.10963590146239]
4334  : 2024-01-01, [0.7095136623857659, 0.7684088008028989, 12.022077536811334]
4335  : 2024-01-01, [0.7521065666511976, 0.3854842714718879, 12.612409161876913]
4336  : 2024-01-01, [0.535395112723219, 1.5107630003923753, 11.953841886884405]
4337  : 2024-01-01, [0.8956488371228227, 0.5590561103100091, 12.795295052567168]
4338  : 2024-01-01, [0.938575262707889, 0.7113592623362567, 12.850065474955855]
4339  : 2024-01-01, [0.8265793917533991, 0.25074070955980854, 13.672679898686791]
4340  : 2024-01-01, [0.8884693778211, 0.8865702809273133, 13.224960341251586]
4341  : 2024-01-01, [0.7569779381679281, 0.4043683537292295, 14.088653708102843]
4342  : 2024-01-01, [0.1728573212361169, 0.13989161928816765, 15.187251059475717]
4343  : 2024-01-01, [0.6464384558662788, 1.7106060696177057, 13.392955474516015]
4344  : 2024-01-01, [1.3457793756939669, 0.8038699153479678, 13.850350708958064]
4345  : 2024-01-01, [0.621251719079219, 1.7017474151831773, 13.927000865737606]
4346  : 2024-01-01, [1.9091835428445603, 0.8676362924702343, 13.723180164685207]
4347  : 2024-01-01, [0.2569129987776676, 0.21822651395325035, 16.27486048726908]
4348  : 2024-01-01, [1.1719268674075596, 0.30122699371600303, 15.526846138876436]
4349  : 2024-01-01, [0.7171451427794627, 1.8408870174646843, 14.691967839755854]
4350  : 2024-01-01, [1.4715732193404882, 2.422300574966864, 13.606126205692647]
4351  : 2024-01-01, [1.190892058006444, 0.2573571997646045, 16.30175074222895]
4352  : 2024-01-01, [1.6134405448289328, 0.46939594957065695, 15.91716350560041]
4353  : 2024-01-01, [1.8032752834694101, 0.915267277686869, 15.531457438843718]
4354  : 2024-01-01, [1.176714693238215, 1.0960424463461067, 16.227242860415675]
4355  : 2024-01-01, [2.375210504143086, 0.9352673504102822, 15.439522145446633]
4356  : 2024-01-01, [0.7528241020040106, 0.8031299489541822, 17.444045949041808]
4357  : 2024-01-01, [1.5394687797751312, 0.8365642079045376, 16.873967012320332]
4358  : 2024-01-01, [1.4615360723514959, 0.37061939241334424, 17.66784453523516]
4359  : 2024-01-01, [0.9026840084472787, 0.8058459325853614, 18.041470058967363]
4360  : 2024-01-01, [1.6982664380562684, 0.8984021563862421, 17.403331405557488]
4361  : 2024-01-01, [0.9866276495910723, 0.36523355247231054, 18.898138797936618]
4362  : 2024-01-01, [1.246724283297496, 0.19337484573214506, 19.05990087097036]
4363  : 2024-01-01, [1.024110952446175, 0.34917509164750593, 19.376713955906318]
4364  : 2024-01-01, [1.2542815918915775, 0.8928050353588245, 18.8529133727496]
4365  : 2024-01-01, [1.5873560464718013, 1.3506208560361783, 18.31202309749202]
4366  : 2024-01-01, [0.38126775293307996, 1.7384534130750326, 19.380278833991888]
4367  : 2024-01-01, [1.3089990336355846, 1.2610275226223693, 19.179973443742046]
4368  : 2024-01-01, [2.832757181325479, 0.848191057361106, 18.319051761313414]
4369  : 2024-01-01, [1.7818923048470394, 0.9793903846678398, 19.48871731048512]
4370  : 2024-01-01, [1.1440309126405772, 0.33606061892421546, 21.019908468435208]
4371  : 2024-01-01, [0.6885934737466799, 2.0628774785509125, 19.99852904770241]
4372  : 2024-01-01, [1.19795813270487, 1.0154780953899618, 20.78656377190517]
4373  : 2024-01-01, [0.7090568719353225, 2.0921190273144106, 20.44882410075027]
4374  : 2024-01-01, [0.32869619606392475, 1.7922337821460324, 21.379070021790046]
4375  : 2024-01-01, [0.65061021275419, 0.7390567677283888, 22.360333019517423]
4376  : 2024-01-01, [0.19827913678195608, 1.6355694537404972, 22.166151409477546]
4377  : 2024-01-01, [2.920671894592211, 0.7637783971496908, 20.5655497082581]
4378  : 2024-01-01, [0.34510492056669, 1.847552400083516, 22.30734267934979]
4379  : 2024-01-01, [1.6906911322576132, 0.8198039112784665, 22.239504956463925]
4380  : 2024-01-10, [0.4240467036573285, 0.4844090111026722, 9.09154428524]
4381  : 2024-01-10, [0.5000649746153044, 0.5113437209994237, 9.23859130438527]
4382  : 2024-01-10, [0.6477677883943346, 0.562547075067994, 9.289685136537672]
4383  : 2024-01-10, [1.179948595716926, 0.7027877771281466, 8.867263627154927]
4384  : 2024-01-10, [0.2956862749504068, 0.09607736783095296, 10.60823635721864]
4385  : 2024-01-10, [0.6784231842169653, 0.2584988393031698, 10.313077976479864]
4386  : 2024-01-10, [0.5591957618165431, 0.6465677215716603, 10.294236516611798]
4387  : 2024-01-10, [0.9615941693308703, 0.7830781373141829, 10.005327693354948]
4388  : 2024-01-10, [0.9170920329754697, 0.6252822007072397, 10.45762576631729]
4389  : 2024-01-10, [1.4958638235119954, 0.7423673370910984, 10.011768839396908]
4390  : 2024-01-10, [0.533503590687659, 0.6164297840135651, 11.350066625298776]
4391  : 2024-01-10, [0.8709575473324042, 0.672096610780049, 11.206945841887547]
4392  : 2024-01-10, [1.1202363598166447, 0.37124317922312555, 11.50852046096023]
4393  : 2024-01-10, [0.6245576447757843, 0.7286389422343704, 11.896803412989847]
4394  : 2024-01-10, [0.661711342929216, 0.33461736487601296, 12.50367129219477]
4395  : 2024-01-10, [0.5379918175011464, 0.6570392504966182, 12.554968932002234]
4396  : 2024-01-10, [0.568629988384949, 1.5377649136870293, 11.893605097928022]
4397  : 2024-01-10, [1.2941905554065065, 0.9845917163258252, 11.971217728267668]
4398  : 2024-01-10, [0.5939496648270967, 0.5239759818504758, 13.382074353322427]
4399  : 2024-01-10, [0.7692172854142767, 0.8342862804023692, 13.146496434183355]
4400  : 2024-01-10, [1.1341213574858493, 1.0237913919247208, 12.84208725058943]
4401  : 2024-01-10, [0.09196422196775478, 0.1821450062028933, 14.97589077182935]
4402  : 2024-01-10, [0.4645806698933509, 0.6904607201823699, 14.344958609924278]
4403  : 2024-01-10, [0.863406101126555, 0.6925036989702607, 14.194090199903185]
4404  : 2024-01-10, [2.160449899254711, 0.9935718689928589, 12.845978231752431]
4405  : 2024-01-10, [1.1065274781152574, 0.7757040552967776, 14.367768466587965]
4406  : 2024-01-10, [1.4432311979133827, 0.7983492798721594, 14.258419522214458]
4407  : 2024-01-10, [0.2810200471297047, 0.15848997695697284, 16.31048997591332]
4408  : 2024-01-10, [0.2901764074254407, 1.484561999783078, 15.225261592791483]
4409  : 2024-01-10, [0.2294065779002468, 0.20669822461198759, 16.813895197487767]
4410  : 2024-01-10, [0.14624492398282124, 1.28167559281142, 16.07207948320576]
